5051	17380	29654.0	12470.0
5052	8	0.0	0.0
5053	0	0.0	0.0
5054	0	0.0	0.0
5055	0	0.0	0.0
5056	0	49627.0	0.0
5057	0	0.0	0.0
5058	0	0.0	0.0
5059	10141	4401.0	3623.0
5060	3701	10991.0	2372.0
5061	0	0.0	0.0
5062	28775	26038.0	21700.0
5063	16563	39264.0	16382.0
5064	4089	3907.0	3402.0
5065	7291	2783.0	1481.0
5066	10646	10268.0	8353.0
5067	10036	21041.0	7672.0
5068	7710	4712.0	2117.0
5069	19821	0.0	0.0
5070	0	2786.0	0.0
5071	952	1826.0	578.0
5072	1170	41402.0	1169.0
5073	24232	12416.0	11383.0
5074	5784	17023.0	5051.0
5075	0	0.0	0.0
5076	8403	11716.0	7619.0
5077	9353	8490.0	7264.0
5078	25285	22301.0	21301.0
5079	0	0.0	0.0
5080	8411	6875.0	6051.0
5081	1838	1187.0	880.0
5082	12059	20662.0	10363.0
5083	4736	7071.0	3413.0
5084	11700	25006.0	7308.0
5085	0	0.0	0.0
5086	300	4275.0	93.0
5087	0	0.0	0.0
5088	0	0.0	0.0
5089	0	0.0	0.0
5090	15213	9579.0	6680.0
5091	11234	13095.0	7427.0
5092	7663	9034.0	5005.0
5093	3983	22759.0	3715.0
5094	6706	10662.0	6673.0
5095	249	0.0	0.0
5096	7117	0.0	0.0
5097	7786	5488.0	1680.0
5098	11938	20568.0	11799.0
5099	9472	11623.0	8252.0
5100	5687	15015.0	5500.0
5101	6903	16623.0	6302.0
5102	4467	10477.0	3925.0
5103	11024	18103.0	10446.0
5104	15007	23403.0	14285.0
5105	24203	26597.0	23768.0
5106	9892	9553.0	7260.0
5107	11902	23058.0	11056.0
5108	8849	22220.0	7918.0
5109	38708	41856.0	37396.0
5110	24491	6421.0	4907.0
5111	13503	14463.0	7311.0
5112	27137	31377.0	23938.0
5113	20656	15933.0	11421.0
5114	6722	8519.0	6126.0
5115	24818	22921.0	17222.0
5116	15094	32511.0	14696.0
5117	149	24453.0	149.0
5118	4215	24775.0	3375.0
5119	11523	11439.0	10296.0
5120	31591	38491.0	31061.0
5121	16580	11960.0	10996.0
5122	28393	34553.0	26006.0
5123	14472	32184.0	13330.0
5124	27646	36426.0	26203.0
5125	21517	28844.0	18640.0
5126	23396	19575.0	11593.0
5127	26496	25720.0	21534.0
5128	13357	17810.0	10259.0
5129	26385	23145.0	19067.0
5130	18054	17784.0	7911.0
5131	16030	16173.0	10482.0
5132	18981	20868.0	13115.0
5133	11684	9996.0	6711.0
5134	451	20936.0	433.0
5135	6228	14767.0	6189.0
5136	327	5130.0	324.0
5137	309	2429.0	308.0
5138	5989	7158.0	4200.0
5139	1093	5248.0	75.0
5140	8095	18465.0	5047.0
5141	15037	16014.0	10369.0
5142	4921	25918.0	4155.0
5143	2685	19616.0	2304.0
5144	7419	22343.0	7315.0
5145	137	3793.0	128.0
5146	1638	15992.0	1020.0
5147	13378	23359.0	11516.0
5148	503	3585.0	284.0
5149	12147	19560.0	10929.0
5150	751	10059.0	477.0
5151	23309	0.0	0.0
5152	12894	19178.0	7428.0
5153	12160	31769.0	11462.0
5154	22300	0.0	0.0
5155	11660	0.0	0.0
5156	27100	0.0	0.0
5157	19837	0.0	0.0
5158	9457	0.0	0.0
5159	7313	11844.0	5302.0
5160	4970	6859.0	3670.0
5161	20180	32857.0	19398.0
5162	41016	36631.0	36589.0
5163	0	0.0	0.0
5164	1158	0.0	0.0
5165	356	16090.0	252.0
5166	24181	23430.0	20807.0
5167	1553	15019.0	1515.0
5168	2750	7942.0	2685.0
5169	6588	9997.0	6304.0
5170	12162	7894.0	7270.0
5171	13006	11106.0	8537.0
5172	13479	12599.0	10503.0
5173	2575	2815.0	1658.0
5174	19027	17645.0	15839.0
5175	14624	7761.0	7670.0
5176	9122	7932.0	6800.0
5177	5792	22107.0	5782.0
5178	15	3699.0	0.0
5179	4757	14751.0	4416.0
5180	15478	15473.0	14462.0
5181	23375	25134.0	22148.0
5182	27791	24868.0	23343.0
5183	13671	17739.0	12841.0
5184	12611	15897.0	7307.0
5185	10910	15089.0	6719.0
5186	13417	23130.0	11206.0
5187	3549	8165.0	2953.0
5188	14109	20741.0	10757.0
5189	23726	28067.0	22205.0
5190	2577	2158.0	1605.0
5191	1935	5092.0	1844.0
5192	25877	25852.0	24316.0
5193	41233	21072.0	20016.0
5194	2625	16787.0	2461.0
5195	2787	13599.0	2631.0
5196	7687	16359.0	5812.0
5197	18315	17240.0	11284.0
5198	7563	7453.0	5715.0
5199	0	0.0	0.0
5200	5224	4042.0	3859.0
5201	6061	1754.0	1748.0
5202	15850	16776.0	13014.0
5203	15824	13309.0	12140.0
5204	36019	33553.0	26403.0
5205	20605	11651.0	11350.0
5206	8268	9462.0	7081.0
5207	16232	13653.0	12547.0
5208	9589	7975.0	7077.0
5209	12379	10089.0	8802.0
5210	10605	11583.0	7997.0
5211	1661	0.0	0.0
5212	0	0.0	0.0
5213	96	0.0	0.0
5214	0	0.0	0.0
5215	0	0.0	0.0
5216	80	0.0	0.0
5217	0	0.0	0.0
5218	0	0.0	0.0
5219	105	0.0	0.0
